,index,Premise 1,Conclusion,Premise 1_f1
238,482,No one seems to have been killed by speeding blobs of dark matter.,No one seems to have been killed by speeding blobs of an invisible substance that is nearly everywhere in the universe.,1.0
239,483,The main cuisines of Rasht are known to be rich in potassium.,The main cuisines of Rasht are great sources of Potassium.,0.932971179485321
240,484,The invention of microwave oven helped Spencer to invent microwave oven.,A radar transmitter helped Spencer to invent microwave oven.,0.9184725284576416
241,486,A place that they can get sunshine for about six hours on bright days.,You should plant your roses where a place that they can get sunshine for about six hours on bright days.,0.9434360265731812
242,492,Niacin is a great source of nuts.,"If you need something crunchy to replace potato chips, try nuts.",0.890699565410614
243,494,Paper is a thin material produced by pressing together the materials derived from cellulose pulp,"Paper is a thin material produced by pressing together the materials derived from wood, rags or grasses",0.9601492285728456
244,495,Chrmine responds to light even dim light.,"Laser controlled by liquid crystals, and the discovery of a protein which responds to light even dim light.",0.9243605136871338
245,497,Decreasing hunger subsequently lowers the total body weight.,Fibers subsequently lowers the total body weight.,0.9239134192466736
246,498,the growth in commercial uses has led to increased awareness about risk factors,the growth in commercial uses has led to thinking about insurance.,0.949068009853363
247,502,my coworker is not a sincere person,my coworker is not a sincere person,0.8905097246170044
248,505,Hunting contributes to their extinction.,mountain gorillas continue to face threats that contribute to their extinction.,0.9474682211875916
249,509,The dead cells and the old cells that are cut off from the blood supply and begin to form a hard protein are what make up the hair shaft.,The dead cells and the old cells that are cut off from the blood supply and begin to form a hard protein are what make up the hair shaft.,0.9345014095306396
250,517,Some airport structures have grown popular due to their convenience for transient passengers and easy accessibility to the airport terminal,Some airport structures have grown popular due to their convenience for transient passengers and easy accessibility to the airport terminal,0.9356927275657654
251,518,Using natural resources helps each country to avoid Wastage of resources ,International trade helps each country to avoid Wastage of resources ,0.8957863450050354
252,519,Visual series can be translated for deaf individuals.,Certain aspects of musical experience can be translated for deaf individuals.,0.8831207156181335
253,522,"Veans and peas, nuts, and meat and fish are rich in vitamin B.","For avoiding to be weak we must use veans and peas, nuts, and meat and fish.",0.989437699317932
254,524,The station will be designed to minimise overcrowding and improve flow,The station will be designed to have Permanent or temporary barriers,1.0
255,526,The mere presence of humans and viewing animals can cause heart rate and stress hormones.,The mere presence of humans and viewing animals can increase severe illnesses in mamals.,0.9681968092918396
256,527,"Believing that the contents of the student paper would undermine the dean’s authority, the administration decided to remove the copies.","Believing that  the contents of the student paper would undermine the dean’s authority, resulted in confiscated copies of the student newspaper.",0.9699590802192688
257,528,Amir Kabir founded the Dar Al-Fonoun.,Amir Kabir founded the first university in the modern history of Iran.,0.9999998807907104
258,530,the Moon is a satellite,moon is a satellite,0.9097972512245178
259,531,rising wages push up prices,Rising wages push up prices,0.8890272378921509
260,532,hospital accreditation is one of the most powerful ways to evaluate health care,hospital accreditation is one of the most powerful ways to assess the quality and safety of health care,0.9028946757316588
261,533,Inlay is used for intricate ornamental work and where extreme forming is required,Soft tempered copper is used for intricate ornamental work and where extreme forming is required,0.9596715569496156
262,534,Your online presence helps you to build your brand a lot faster,Putting your products on online platform helps you to build your brand a lot faster,0.9220895171165466
263,537,Marketing will be of use when promoting a special event,Marketing will be of use when promoting the grand opening of your business,1.0
264,538,Saving money enables you to grab opportunities that come your way,The successful execution of your finances enables you to grab opportunities that come your way,0.983604609966278
265,539,"Some smokers believe that cigarettes with low levels of tar, are safer.","Some smokers believe that cigarettes with low levels of substance produced when tobacco leaves are burned, are safer.",0.987025797367096
266,540,"When people work together for a specific goal, they are a whole unified.",Members of a team are a whole unified.,0.9337122440338136
267,544,Internet access is one of the key sources of business confidence,Midle east and africa region has some infrastrucres for business networking,0.8885099291801453
