,index,Premise 1,Conclusion,Premise 1_f1
238,482,No one seems to have been killed by speeding blobs of darkness.,No one seems to have been killed by speeding blobs of an invisible substance that is nearly everywhere in the universe.,0.971266746520996
239,483,The main cuisines of Rasht are known as Potassium.,The main cuisines of Rasht are great sources of Potassium.,0.9159500598907472
240,484,The melting of candy bar helped Spencer to invent microwave oven.,A radar transmitter helped Spencer to invent microwave oven.,0.9652677178382874
241,486,A place that they can get sunshine for about six hours on bright days.,You should plant your roses where a place that they can get sunshine for about six hours on bright days.,0.9434359669685364
242,492,"If you need something crunchy to replace potato chips, try nuts.","If you need something crunchy to replace potato chips, try nuts.",0.8810418844223022
243,494,Paper is a thin material produced by burning cellulose,"Paper is a thin material produced by pressing together the materials derived from wood, rags or grasses",0.944144606590271
244,495,ChRmine is a protein which responds to light even dim light.,"Laser controlled by liquid crystals, and the discovery of a protein which responds to light even dim light.",1.0000001192092896
245,497,Storage of water subsequently lowers the total body weight.,Fibers subsequently lowers the total body weight.,0.9238342046737672
246,498,the growth in commercial uses has led to thinking about insurance.,the growth in commercial uses has led to thinking about insurance.,0.9233883023262024
247,502,my coworker is not a sincere person,my coworker is not a sincere person,0.8905097246170044
248,505, threats that contribute to their extinction.,mountain gorillas continue to face threats that contribute to their extinction.,0.9291651248931884
249,509, keratin is the protein that is cut off from the blood supply and begin to form a hard protein.,The dead cells and the old cells that are cut off from the blood supply and begin to form a hard protein are what make up the hair shaft.,0.931092083454132
250,517,Some airport structures have grown popular due to their convenience for transient passengers and easy accessibility to the airport terminal,Some airport structures have grown popular due to their convenience for transient passengers and easy accessibility to the airport terminal,0.9356927275657654
251,518,Less reliance on foreign aid helps each country to avoid Wastage of resources ,International trade helps each country to avoid Wastage of resources ,0.8743688464164734
252,519,Different musical styles can be translated for deaf individuals.,Certain aspects of musical experience can be translated for deaf individuals.,0.8793601393699646
253,522,Vitamin B is a great source of vitamin D.,"For avoiding to be weak we must use veans and peas, nuts, and meat and fish.",0.8999820947647095
254,524,The station will be connected by underground railways,The station will be designed to have Permanent or temporary barriers,0.904425859451294
255,526,The mere presence of humans and viewing animals can stress out.,The mere presence of humans and viewing animals can increase severe illnesses in mamals.,0.9441441893577576
256,527,"Believing that the contents of the student paper would undermine the dean’s authority, resulted in the establishment of the Student Union.","Believing that  the contents of the student paper would undermine the dean’s authority, resulted in confiscated copies of the student newspaper.",0.9559980034828186
257,528,Amir Kabir founded Dar Al-Fonoun.,Amir Kabir founded the first university in the modern history of Iran.,0.9888406991958618
258,530,moon is a satellite that travels around a planet,moon is a satellite,0.9053211808204652
259,531,Higher salaries push up prices,Rising wages push up prices,0.9032807350158693
260,532,hospital accreditation is one of the most powerful ways to monitor health care,hospital accreditation is one of the most powerful ways to assess the quality and safety of health care,0.9019635915756226
261,533,Special materials are used for intricate ornamental work and where extreme forming is required,Soft tempered copper is used for intricate ornamental work and where extreme forming is required,0.9639683365821838
262,534,Having instant access to your audience helps you to build your brand a lot faster,Putting your products on online platform helps you to build your brand a lot faster,0.9147547483444214
263,537,Marketing will be of use when promoting the grand opening of your business,Marketing will be of use when promoting the grand opening of your business,0.955442488193512
264,538,Being more efficient enables you to grab opportunities that come your way,The successful execution of your finances enables you to grab opportunities that come your way,0.9730491638183594
265,539,Some smokers believe that cigarettes with low levels of tar are safer.,"Some smokers believe that cigarettes with low levels of substance produced when tobacco leaves are burned, are safer.",0.9925525188446044
266,540,Team work toward the same goal.,Members of a team are a whole unified.,0.9210874438285828
