,Unnamed: 0.1,Unnamed: 0,Premise 1,Premise 2,Conclusion,Premise 1_f1,Premise 2_f1,index
151,148,1000,eliminating of negative self-talk helps with stress. ,Self-confidence eases anxiety about life and death.,eliminating of negative self-talk eases anxiety about life and death.,0.9335296154022216,0.9792237877845764,313
152,149,23,Antioxidants are linked to a reduced risk of cardiovascular disease.,Grapes are loaded with antioxidants.,Grapes are loaded with are linked to a reduced risk of cardiovascular disease.,1.0,0.9999999403953552,314
153,150,1001,Daffodils are plants that grow in the sun.,Daffodils shouldn't be completely shaded by the flowers.,Daffodils shouldn't be completely shaded by the flowers in order to produce food.,0.9203587174415588,0.9187324047088624,316
154,151,514,"Spraying agricultural chemicals is important for controlling insects, diseases and weeds.","Control insects, diseases and weeds is important for growing high-yielding, quality crops and pasture.","Spraying agricultural chemicals is important for growing high-yielding, quality crops and pasture.",0.9765374660491944,0.9903680086135864,318
155,152,515,changing ocean current can disrupt the flow of water.,Climate change can result in killing fishes and ocean plant life.,changing ocean current can result in killing fishes and ocean plant life.,0.9591320753097534,0.933737814426422,320
156,153,1966,oman economics is growing. ,oman economics is growing. ,oman economics is growing. ,0.8730947971343994,0.8434274792671204,322
157,154,1967,the separation of powers provides some measure of seNo conclusiontion of powers,presidential democracy provides some measure of independence,presidential democracy provides some measure of seNo conclusiontion of powers,0.8561719655990601,0.8753306269645691,323
158,155,1002,the number of fundamentalists has enormously increased in the world,the number of fundamentalists has enormously increased in the world,the number of fundamentalists has enormously increased in the world,0.8983492851257324,0.966908037662506,324
159,156,1003,"In recent decades, mountain glaciers and rivers are going to be disappeared.",mountain glaciers and rivers are going to be disappeared.,"In recent decades, mountain glaciers and rivers are going to be disappeared.",0.9028201699256896,0.9289531707763672,327
160,157,24,Rumi introduced Sufism to Islam.,The rise of Imam made a huge impact on Sufism.,Rumi made a huge impact on Sufism.,0.869839608669281,0.9593569040298462,328
161,158,516,Sodium together with sodium and bicarbonate regulates the sound balance between positively charged and negatively charged ions.,The nerve cells to send messages and the muscle cells to contract.,Sodium together with sodium and bicarbonate enables the nerve cells to send messages and the muscle cells to contract.,0.9685506820678712,0.903924822807312,332
162,159,1968,A green building will cost you less money,Green building will cost you less money,A green building will cost you less money,0.9346331357955932,0.9125301241874696,333
163,160,1969,"Latex is a complex, sticky mixture made of polymers.",Polymer is a long molecule made of smaller molecules joined together.,"Latex is a complex, sticky mixture made of a long molecule made of smaller molecules joined together.",0.9999998807907104,0.9854363799095154,336
164,161,1970, warmer climates would be in the list of my ideal holiday destinations,countries located in south america have higher temperatures,countries located in south america would be in the list of my ideal holiday destinations,0.8875493407249451,0.9416678547859192,337
165,162,517,Being available is not overwhelming,freelance work is not overwhelming,freelance work is not overwhelming,0.8673608303070068,0.921923279762268,338
166,163,25,beras and goats are mountain animals.,people have thicker fur and fatter skin compared to others.,beras and goats  have thicker fur and fatter skin compared to others.,0.9014838337898254,0.969348967075348,342
167,164,1004,"In Europe, the construction industry generates huge amount of money",Landfills because of the construction industry,"In Europe, governments have to find new locations for landfills because of the construction industry",0.9312057495117188,0.8853710889816284,343
168,165,1502,"Noble prize is given to works which respect and help all people no matter what race, gender or age they have.",Promoting mankind promotes the best interests of mankind.,"Noble prize is given to works which respect and help all people no matter what race, gender or age they have.",0.8969781398773193,0.8658470511436462,345
169,166,1503,Depression disrupts the ability of emotion processing.,Sleep deprivation weakens the ability of the prefrontal cortex.,Sleep deprivation weakens the ability of emotion processing.,0.9161002039909364,0.9662708640098572,346
170,167,1005,"Patients with No conclusionnoid schizophrenia, are more likely than average to commit violence.",People with No conclusionnoid schizophrenia have difficulty controlling their emotions.,"Patients with No conclusionnoid schizophrenia, are more likely than average to commit violent acts.",0.8687187433242798,0.8480308055877686,349
171,168,26,"When there is an arranged marriage, then there are fewer quarrels in partners.",When there are fewer communicative quarrels in partners.,"When there is an arranged marriage, then there are fewer communicative quarrels in partners.",0.965250551700592,0.9377515912055968,351
172,169,1504,Floods are destructive to our naural environment.,Green House Gases are a set of greenhouse gases.,Green House Gases are destructive to our naural environment.,0.9173641204833984,0.905305564403534,357
173,170,27,"When you have a big family, Forget perfection","When you have a big family, you tend to be more independent","When you have a big family, Forget perfection",0.8858290314674377,0.9402588605880736,358
174,171,1006,Internet spread throughout society.,many young people try hard to get their and other's rights  as they use the Internet.,many young people try hard to get their and other's rights  as use of the Internet spread throughout society.,0.9271942973136902,0.9183969497680664,360
175,172,1505,Low-cost USB is not welcomed by companies.,Producing flippable USB is not welcomed by companies.,Producing flippable USB is not welcomed by companies.,0.9379202723503112,0.9439772367477416,366
176,173,28,exhausts coming out of diesel vehicles release acid rain,Acid rain is extremely dangerous for our forests,exhausts coming out of diesel vehicles are extremely dangerous for our forests,0.9904959797859192,0.9663031101226808,367
